Name,Surname,Real Name,Type,Gender,Nationality,Complete Name (Name Surname),Complete Name (Surname Name),Have Image [Y/N]
David,Foster Wallace,,"Novelist, Short Story Writer, Essayist",Male,American,"David, Foster Wallace","Foster Wallace, David",Y
David,Henry Nobody Jr,David Henry Brown Jr,"Performance Artist, Painter",Male,American,"David, Henry Nobody Jr","Henry Nobody Jr, David",
David,Hockney,,"Painter, Photographer",Male,British,"David, Hockney","Hockney, David",
David,Hume,,"Philosopher, Historian",Male,Scottish,"David, Hume","Hume, David",
David,Jones,,"Poet, Artist",Male,British,"David, Jones","Jones, David",
David,Lynch,,"Film Director, Visual Artist",Male,American,"David, Lynch","Lynch, David",
David,Markson,,Novelist,Male,American,"David, Markson","Markson, David",
Democritus,,,Philosopher,Male,Greek,Democritus,Democritus,
Denis,Diderot,,,,,"Denis, Diderot","Diderot, Denis",
Denis,Villeneuve,,"Film Director, Screenwriter",Male,Canadian,"Denis, Villeneuve","Villeneuve, Denis",
Dennis,Cooper,,"Novelist, Poet",Male,American,"Dennis, Cooper","Cooper, Dennis",
Dezső,Kosztolányi,,,,,"Dezső, Kosztolányi","Kosztolányi, Dezső",
Diego,Velazquez,Diego Rodríguez de Silva y Velázquez,Painter,Male,Spanish,"Diego, Velazquez","Velazquez, Diego",
Dino,Buzzati,Dino Buzzati Traverso,"Novelist, Short Story Writer, Journalist",Male,Italian,"Dino, Buzzati","Buzzati, Dino",
Dino,Campana,,Poet,Male,Italian,"Dino, Campana","Campana, Dino",
Diogenes of Sinope,,,Philosopher,Male,Greek,Diogenes of Sinope,Diogenes of Sinope,
Dion,Fortune,Violet Mary Firth,"Occultist, Novelist",Female,British,"Dion, Fortune","Fortune, Dion",
Ditlev,Blunck,,Painter,Male,Danish,"Ditlev, Blunck","Blunck, Ditlev",
Djuna,Barnes,,"Novelist, Playwright, Poet",Female,American,"Djuna, Barnes","Barnes, Djuna",
Dmitri,Galkovsky,Dmitri Evgenievich Galkovsky,"Writer, Philosopher",Male,Russian,"Dmitri, Galkovsky","Galkovsky, Dmitri",
Don,Carpenter,,,,,"Don, Carpenter","Carpenter, Don",
Don,DeLillo,,,,,"Don, DeLillo","DeLillo, Don",
Donatello,,Donato di Niccolò di Betto Bardi,Sculptor,Male,Italian,Donatello,Donatello,
Donna,Haraway,,"Philosopher, Science Studies Scholar",Female,American,"Donna, Haraway","Haraway, Donna",
Donna,Tartt,,Writer,Female,American,"Donna, Tartt","Tartt, Donna",
Doris,Lessing,,"Novelist, Poet, Playwright, Biographer",Female,"British, Zimbabwean","Doris, Lessing","Lessing, Doris",
Dorothea,Tanning,,Painter,Female,American,"Dorothea, Tanning","Tanning, Dorothea",
Dorothy B.,Hughes,,,,,"Dorothy B., Hughes","Hughes, Dorothy B.",
Dorothy,Allison,,,,,"Dorothy, Allison","Allison, Dorothy",
Dorothy,Parker,,"Poet, Short Story Writer, Critic",Female,American,"Dorothy, Parker","Parker, Dorothy",
Douglas,R. Hofstadter,,,,,"Douglas, R. Hofstadter","R. Hofstadter, Douglas",
Duns Scotus,,John Duns,"Philosopher, Theologian",Male,Scottish,Duns Scotus,Duns Scotus,
Dylan,Thomas,,"Poet, Writer",Male,Welsh,"Dylan, Thomas","Thomas, Dylan",
Dziga,Vertov,Denis Kaufman,"Film Director, Documentary Pioneer",Male,Soviet,"Dziga, Vertov","Vertov, Dziga",
E.E.,Cummings,Edward Estlin Cummings,Poet,Male,American,"E.E., Cummings","Cummings, E.E.",
E.M.,Forster,Edward Morgan Forster,Novelist,Male,British,"E.M., Forster","Forster, E.M.",
E.T.A.,Hoffmann,,"Writer, Composer, Artist",Male,German,"E.T.A., Hoffmann","Hoffmann, E.T.A.",
Ebrahim,Golestan,,"Film Director, Writer",Male,Iranian,"Ebrahim, Golestan","Golestan, Ebrahim",
Edgar Allan,Poe,,"Short Story Writer, Poet, Critic",Male,American,"Edgar Allan, Poe","Poe, Edgar Allan",
Edgar,Bundy,,Painter,Male,British,"Edgar, Bundy","Bundy, Edgar",
Edgar,Degas,,"Painter, Sculptor",Male,French,"Edgar, Degas","Degas, Edgar",
Edith,Sitwell,,Poet,Female,British,"Edith, Sitwell","Sitwell, Edith",
Edith,Stein,,"Philosopher, Phenomenologist",Female,German,"Edith, Stein","Stein, Edith",
Edith,Wharton,,,,,"Edith, Wharton","Wharton, Edith",
Edmond and Jules de,Goncourt,,Writers,Male,French,"Edmond and Jules de, Goncourt","Goncourt, Edmond and Jules de",
Edmond,Jabès,,"Poet, Writer",Male,"Egyptian, French","Edmond, Jabès","Jabès, Edmond",
Edmund,Burke,,"Philosopher, Statesman",Male,Irish,"Edmund, Burke","Burke, Edmund",
Edmund,Dulac,,Illustrator,Male,"French, British","Edmund, Dulac","Dulac, Edmund",
Edmund,Husserl,,Philosopher,Male,German,"Edmund, Husserl","Husserl, Edmund",
Edmund,Morris,,Biographer,Male,American,"Edmund, Morris","Morris, Edmund",
Edmund,Spenser,,Poet,Male,English,"Edmund, Spenser","Spenser, Edmund",
Edmund,Sullivan,,Illustrator,Male,British,"Edmund, Sullivan","Sullivan, Edmund",
Edmund,Wilson,,Literary Critic,Male,American,"Edmund, Wilson","Wilson, Edmund",
Edna,O'Brien,,"Novelist, Short Story Writer, Playwright",Female,Irish,"Edna, O'Brien","O'Brien, Edna",
Edouard,Levé,,"Writer, Photographer, Artist",Male,French,"Edouard, Levé","Levé, Edouard",
Édouard,Manet,,Painter,Male,French,"Édouard, Manet","Manet, Édouard",
Edvard,Munch,,"Painter, Printmaker",Male,Norwegian,"Edvard, Munch","Munch, Edvard",
Edward R.,Murrow,,"Broadcast Journalist, War Correspondent",Male,American,"Edward R., Murrow","Murrow, Edward R.",
Edward,Burne-Jones,,Painter,Male,British,"Edward, Burne-Jones","Burne-Jones, Edward",
Edward,Collier,Evert Collier,Painter,Male,Dutch,"Edward, Collier","Collier, Edward",
Edward,Gibbon,,Historian,Male,English,"Edward, Gibbon","Gibbon, Edward",
Edward,Hopper,,"Painter, Printmaker",Male,American,"Edward, Hopper","Hopper, Edward",
Edward,Munch,,Painter,Male,Norwegian,"Edward, Munch","Munch, Edward",
Edward,Parnell,,Novelist,Male,British,"Edward, Parnell","Parnell, Edward",
Edward,Yang,,"Film Director, Screenwriter",Male,Taiwanese,"Edward, Yang","Yang, Edward",
Edwin,Long,Edwin Longsden Long,Painter,Male,British,"Edwin, Long","Long, Edwin",
Egon,Schiele,,Painter,Male,Austrian,"Egon, Schiele","Schiele, Egon",
El,Greco,Doménikos Theotokópoulos,"Painter, Sculptor, Architect",Male,"Greek, Spanish","El, Greco","Greco, El",
Elem,Klimov,,"Film Director, Screenwriter",Male,Soviet,"Elem, Klimov","Klimov, Elem",
Elena,Ferrante,,Novelist,Female,Italian,"Elena, Ferrante","Ferrante, Elena",
Elena,Poniatowska,,"Journalist, Novelist",Female,Mexican,"Elena, Poniatowska","Poniatowska, Elena",
Elias,Canetti,,"Novelist, Playwright, Memoirist, Essayist",Male,"Bulgarian, British","Elias, Canetti","Canetti, Elias",
Elie,Wiesel,,,,,"Elie, Wiesel","Wiesel, Elie",
Elihu,Vedder,,Painter,Male,American,"Elihu, Vedder","Vedder, Elihu",
Eliot,Weinberger,,,,,"Eliot, Weinberger","Weinberger, Eliot",
Eliphas,Lévi,Alphonse Louis Constant,"Occultist, Magician",Male,French,"Eliphas, Lévi","Lévi, Eliphas",
Éliphas,Lévi,Alphonse Louis Constant,"Occultist, Magician",Male,French,"Éliphas, Lévi","Lévi, Éliphas",
Élisabeth,Sonrel,,Painter,Female,French,"Élisabeth, Sonrel","Sonrel, Élisabeth",
Élisabeth,Vigée Le Brun,,Painter,Female,French,"Élisabeth, Vigée Le Brun","Vigée Le Brun, Élisabeth",
Elizabeth,Anscombe,,Philosopher,Female,British,"Elizabeth, Anscombe","Anscombe, Elizabeth",
Elizabeth,Gaskell,,"Novelist, Short Story Writer, Biographer",Female,British,"Elizabeth, Gaskell","Gaskell, Elizabeth",
Elizabeth,Siddal,,"Painter, Poet, Model",Female,British,"Elizabeth, Siddal","Siddal, Elizabeth",
Elsa,Morante,,,,,"Elsa, Morante","Morante, Elsa",
Emil M.,Cioran,,"Philosopher, Essayist",Male,"Romanian, French","Emil M., Cioran","Cioran, Emil M.",
Emil,Nolde,,Painter,Male,"German, Danish","Emil, Nolde","Nolde, Emil",
Émile,Zola,,"Novelist, Journalist, Playwright",Male,French,"Émile, Zola","Zola, Émile",
Emilie,Mediz-Pelikan,,Painter,Female,Austrian,"Emilie, Mediz-Pelikan","Mediz-Pelikan, Emilie",
Emily,Brontë,,"Novelist, Poet",Female,English,"Emily, Brontë","Brontë, Emily",
Emily,Dickinson,,Poet,Female,American,"Emily, Dickinson","Dickinson, Emily",
Emma,Sandys,,Painter,Female,British,"Emma, Sandys","Sandys, Emma",
Emmanuel,Carrère,,,,,"Emmanuel, Carrère","Carrère, Emmanuel",
Emmanuel,Lévinas,,Philosopher,Male,"Lithuanian, French","Emmanuel, Lévinas","Lévinas, Emmanuel",
Emmanuel,Swedenborg,,"Theologian, Philosopher, Mystic",Male,Swedish,"Emmanuel, Swedenborg","Swedenborg, Emmanuel",
Empedocles,,,"Philosopher, Poet",Male,Greek,Empedocles,Empedocles,
Epictetus,,,Philosopher,Male,Greek,Epictetus,Epictetus,
Epicurus,,,Philosopher,Male,Greek,Epicurus,Epicurus,
Eric,Hobsbawm,,"Historian, Marxist Writer",Male,British,"Eric, Hobsbawm","Hobsbawm, Eric",
Eric,Karpeles,,"Painter, Writer",Male,American,"Eric, Karpeles","Karpeles, Eric",
Éric,Rohmer,Maurice Schérer,"Film Director, Film Critic",Male,French,"Éric, Rohmer","Rohmer, Éric",
Erich,Fromm,,"Social Psychologist, Psychoanalyst",Male,"German, American","Erich, Fromm","Fromm, Erich",
Erich,Kästner,,"Author, Poet",Male,German,"Erich, Kästner","Kästner, Erich",
Ernest,Hemingway,,"Novelist, Short Story Writer",Male,American,"Ernest, Hemingway","Hemingway, Ernest",Y
Ernesto,Sabato,,"Novelist, Essayist",Male,Argentine,"Ernesto, Sabato","Sabato, Ernesto",
Ernst,Bloch,,Philosopher,Male,German,"Ernst, Bloch","Bloch, Ernst",
Ernst,Ferdinand Oehme,,Painter,Male,German,"Ernst, Ferdinand Oehme","Ferdinand Oehme, Ernst",
Ernst,Fuchs,,Painter,Male,Austrian,"Ernst, Fuchs","Fuchs, Ernst",
Ernst,Jünger,,"Novelist, War Memoirist, Entomologist",Male,German,"Ernst, Jünger","Jünger, Ernst",
Eskil,Vogt,,"Film Director, Screenwriter",Male,Norwegian,"Eskil, Vogt","Vogt, Eskil",
Eugène,Delacroix,,Painter,Male,French,"Eugène, Delacroix","Delacroix, Eugène",
Eugene,Thacker,,Philosopher,Male,American,"Eugene, Thacker","Thacker, Eugene",
Eugène,Trigoulet,,Painter,Male,French,"Eugène, Trigoulet","Trigoulet, Eugène",
Eugene,Vodolazkin,,"Novelist, Literary Historian",Male,Russian,"Eugene, Vodolazkin","Vodolazkin, Eugene",
Eugenio,Montale,,"Poet, Critic",Male,Italian,"Eugenio, Montale","Montale, Eugenio",
Euripides,,,Playwright,Male,Greek,Euripides,Euripides,
Eva,Hesse,,Sculptor,Female,"German, American","Eva, Hesse","Hesse, Eva",
Evan,Dara,,,,,"Evan, Dara","Dara, Evan",
Eve,Babitz,,,,,"Eve, Babitz","Babitz, Eve",
Evelyn De,Morgan,,Painter,Female,British,"Evelyn De, Morgan","Morgan, Evelyn De",
Evelyn,Underhill,,"Mystical Writer, Theologian",Female,British,"Evelyn, Underhill","Underhill, Evelyn",
Ezra,Pound,,,,,"Ezra, Pound","Pound, Ezra",
F. Scott,Fitzgerald,,"Novelist, Short Story Writer",Male,American,"F. Scott, Fitzgerald","Fitzgerald, F. Scott",
F.W.,Murnau,Friedrich Wilhelm Plumpe,Film Director,Male,German,"F.W., Murnau","Murnau, F.W.",
Federico,Campagna,,Philosopher,Male,Italian,"Federico, Campagna","Campagna, Federico",
Federico,Fellini,,"Film Director, Screenwriter",Male,Italian,"Federico, Fellini","Fellini, Federico",
Federico,García Lorca,,"Poet, Playwright",Male,Spanish,"Federico, García Lorca","García Lorca, Federico",
Félicien,Rops,,"Painter, Printmaker",Male,Belgian,"Félicien, Rops","Rops, Félicien",
Félix,Guattari,,"Philosopher, Psychoanalyst",Male,French,"Félix, Guattari","Guattari, Félix",
Felix,Nussbaum,,Painter,Male,German,"Felix, Nussbaum","Nussbaum, Felix",
Ferdinand,Hodler,,Painter,Male,Swiss,"Ferdinand, Hodler","Hodler, Ferdinand",
Fernand,Braudel,,Historian,Male,French,"Fernand, Braudel","Braudel, Fernand",
Fernand,Khnopff,,Painter,Male,Belgian,"Fernand, Khnopff","Khnopff, Fernand",
Fernanda,Melchor,,"Novelist, Journalist",Female,Mexican,"Fernanda, Melchor","Melchor, Fernanda",
Fernando,Achucarro,,Painter,Male,Paraguayan,"Fernando, Achucarro","Achucarro, Fernando",
Fernando,Meirelles,,Film Director,Male,Brazilian,"Fernando, Meirelles","Meirelles, Fernando",
Fernando,Pessoa,,"Poet, Writer, Literary Critic",Male,Portuguese,"Fernando, Pessoa","Pessoa, Fernando",Y
Fidus,,Hugo Höppener,"Painter, Illustrator",Male,German,Fidus,Fidus,
Flann,O'Brien,Brian O'Nolan,"Writer, Novelist, Satirist",Male,Irish,"Flann, O'Brien","O'Brien, Flann",
Flannery,O'Connor,,"Short Story Writer, Novelist",Female,American,"Flannery, O'Connor","O'Connor, Flannery",
Ford,Madox Brown,,Painter,Male,British,"Ford, Madox Brown","Madox Brown, Ford",
Fra,Angelico,Guido di Pietro,"Painter, Friar",Male,Italian,"Fra, Angelico","Angelico, Fra",
Francais,Charles Marie Bouton,,Painter,Male,French,"Francais, Charles Marie Bouton","Charles Marie Bouton, Francais",
Frances Hodgson,Burnett,,Writer,Female,"British, American","Frances Hodgson, Burnett","Burnett, Frances Hodgson",
Frances,Hodgson Burnett,,,,,"Frances, Hodgson Burnett","Hodgson Burnett, Frances",
Francesco,Colonna,,"Monk, Writer",Male,Italian,"Francesco, Colonna","Colonna, Francesco",
Francis,Bacon,,"Painter, Philosopher, Statesman",Male,"Irish, British","Francis, Bacon","Bacon, Francis",
Francis,Danby,,Painter,Male,Irish,"Francis, Danby","Danby, Francis",
Francis,Ford Coppola,,"Film Director, Producer, Screenwriter",Male,American,"Francis, Ford Coppola","Ford Coppola, Francis",
Francis,Stuart,,,,,"Francis, Stuart","Stuart, Francis",
Francisco,Goya,Francisco José de Goya y Lucientes,"Painter, Printmaker",Male,Spanish,"Francisco, Goya","Goya, Francisco",
François de,La Rochefoucauld,,,,,"François de, La Rochefoucauld","La Rochefoucauld, François de",
François,Jullien,,"Philosopher, Sinologist",Male,French,"François, Jullien","Jullien, François",
François,Laruelle,,Philosopher,Male,French,"François, Laruelle","Laruelle, François",
François,Mauriac,,,,,"François, Mauriac","Mauriac, François",
François,Rabelais,,"Writer, Physician, Humanist",Male,French,"François, Rabelais","Rabelais, François",Y
François,Truffaut,,"Film Director, Film Critic, Actor",Male,French,"François, Truffaut","Truffaut, François",
Françoise,Sagan,,Novelist,Female,French,"Françoise, Sagan","Sagan, Françoise",
Frank,Auerbach,,Painter,Male,British,"Frank, Auerbach","Auerbach, Frank",
Frank,Cadogan Cowper,,Painter,Male,British,"Frank, Cadogan Cowper","Cadogan Cowper, Frank",
Frank,Herbert,,Novelist,Male,American,"Frank, Herbert","Herbert, Frank",
Frank,Stella,,"Painter, Sculptor",Male,American,"Frank, Stella","Stella, Frank",
Frantisek,Kupka,,Painter,Male,Czech,"Frantisek, Kupka","Kupka, Frantisek",
František,Vláčil,,"Film Director, Screenwriter",Male,Czech,"František, Vláčil","Vláčil, František",
Franz,Bardon,,"Occultist, Hermetic Philosopher",Male,Czech,"Franz, Bardon","Bardon, Franz",
Franz,Kafka,,"Novelist, Short Story Writer",Male,Czech,"Franz, Kafka","Kafka, Franz",Y
Franz,Kline,,Painter,Male,American,"Franz, Kline","Kline, Franz",
Franz,Rosenzweig,,"Philosopher, Theologian",Male,German,"Franz, Rosenzweig","Rosenzweig, Franz",
Franz,Sedlaceck,,Painter,Male,Austrian,"Franz, Sedlaceck","Sedlaceck, Franz",
Franz,Sedlacek,,Painter,Male,Austrian,"Franz, Sedlacek","Sedlacek, Franz",
Franz,von Bayros,,"Illustrator, Painter",Male,Austrian,"Franz, von Bayros","von Bayros, Franz",
Franz,Von Stuck,,"Painter, Sculptor, Architect",Male,German,"Franz, Von Stuck","Von Stuck, Franz",
Franz,Xaver Winterhalter,,Painter,Male,German,"Franz, Xaver Winterhalter","Xaver Winterhalter, Franz",
Frederic,Edwin Church,,Painter,Male,American,"Frederic, Edwin Church","Edwin Church, Frederic",
Frederic,Leighton,"Frederic Leighton, 1st Baron Leighton","Painter, Sculptor",Male,British,"Frederic, Leighton","Leighton, Frederic",
Frederick,Sandys,,Painter,Male,British,"Frederick, Sandys","Sandys, Frederick",
Frederick,Wiseman,,Documentary Filmmaker,Male,American,"Frederick, Wiseman","Wiseman, Frederick",
Fredrik,Backman,,"Novelist, Blogger",Male,Swedish,"Fredrik, Backman","Backman, Fredrik",
Frida,Kahlo,Magdalena Carmen Frida Kahlo y Calderón,Painter,Female,Mexican,"Frida, Kahlo","Kahlo, Frida",
Friedrich,Hölderlin,Johann Christian Friedrich Hölderlin,"Poet, Philosopher",Male,German,"Friedrich, Hölderlin","Hölderlin, Friedrich",
Friedrich,Nietzsche,,"Philosopher, Poet",Male,German,"Friedrich, Nietzsche","Nietzsche, Friedrich",
Friedrich,Schelling,,Philosopher,Male,German,"Friedrich, Schelling","Schelling, Friedrich",
Friedrich,Schröder-Sonnenstern,,Painter,Male,German,"Friedrich, Schröder-Sonnenstern","Schröder-Sonnenstern, Friedrich",
Fritz,Lang,,"Film Director, Screenwriter",Male,"Austrian, German","Fritz, Lang","Lang, Fritz",
Fritz,Leiber,Fritz Leiber Jr.,Writer,Male,American,"Fritz, Leiber","Leiber, Fritz",
Fyodor,Dostoevsky,,"Novelist, Short Story Writer, Journalist",Male,Russian,"Fyodor, Dostoevsky","Dostoevsky, Fyodor",Y
G.I.,Gurdjieff,George Ivanovich Gurdjieff,"Mystic, Spiritual Teacher",Male,"Armenian, Greek","G.I., Gurdjieff","Gurdjieff, G.I.",
G.K.,Chesterton,Gilbert Keith Chesterton,"Writer, Philosopher",Male,British,"G.K., Chesterton","Chesterton, G.K.",
Gabriel,García Márquez,,"Novelist, Short Story Writer, Journalist",Male,Colombian,"Gabriel, García Márquez","García Márquez, Gabriel",
Gabrielle,Wittkop,,Writer,Female,French,"Gabrielle, Wittkop","Wittkop, Gabrielle",
Gaetano,Gandolfi,,Painter,Male,Italian,"Gaetano, Gandolfi","Gandolfi, Gaetano",
Gaetano,Previati,,Painter,Male,Italian,"Gaetano, Previati","Previati, Gaetano",
Galway,Kinnell,,Poet,Male,American,"Galway, Kinnell","Kinnell, Galway",
Gaspar,Noé,,"Film Director, Screenwriter",Male,"Argentine, French","Gaspar, Noé","Noé, Gaspar",
Gaston,Bachelard,,"Philosopher, Epistemologist",Male,French,"Gaston, Bachelard","Bachelard, Gaston",
Gaston,Leroux,,"Journalist, Novelist",Male,French,"Gaston, Leroux","Leroux, Gaston",
Gay,Talese,,"Journalist, Writer",Male,American,"Gay, Talese","Talese, Gay",
Gayatri Chakravorty,Spivak,,"Philosopher, Literary Theorist",Female,"Indian, American","Gayatri Chakravorty, Spivak","Spivak, Gayatri Chakravorty",
Gene,Wolfe,,Writer,Male,American,"Gene, Wolfe","Wolfe, Gene",
Geoffrey,Chaucer,,Poet,Male,English,"Geoffrey, Chaucer","Chaucer, Geoffrey",
Geoffrey,Hill,,"Poet, Professor",Male,British,"Geoffrey, Hill","Hill, Geoffrey",
Georg Wilhelm Friedrich,Hegel,,Philosopher,Male,German,"Georg Wilhelm Friedrich, Hegel","Hegel, Georg Wilhelm Friedrich",
Georg,Büchner,,"Playwright, Poet",Male,German,"Georg, Büchner","Büchner, Georg",
Georg,Trakl,,Poet,Male,Austrian,"Georg, Trakl","Trakl, Georg",
George Frederic,Watts,,"Painter, Sculptor",Male,British,"George Frederic, Watts","Watts, George Frederic",
George,Berkeley,,Philosopher,Male,Irish,"George, Berkeley","Berkeley, George",
George,Eliot,Mary Ann Evans,"Novelist, Poet, Journalist",Female,English,"George, Eliot","Eliot, George",
George,Frederic Watts,,"Painter, Sculptor",Male,British,"George, Frederic Watts","Frederic Watts, George",
George,Orwell,Eric Arthur Blair,"Novelist, Essayist, Journalist",Male,British,"George, Orwell","Orwell, George",
George,Santayana,,"Philosopher, Poet",Male,"Spanish, American","George, Santayana","Santayana, George",
George,Saunders,,"Short Story Writer, Novelist, Essayist",Male,American,"George, Saunders","Saunders, George",
Georges,Bataille,,"Philosopher, Novelist, Literary Critic",Male,French,"Georges, Bataille","Bataille, Georges",
Georges,Bernanos,,,,,"Georges, Bernanos","Bernanos, Georges",
Georges,de la Tour,,Painter,Male,French,"Georges, de la Tour","de la Tour, Georges",
Georges,Perec,,"Novelist, Essayist",Male,French,"Georges, Perec","Perec, Georges",
Georges,Rochegrosse,,"Painter, Illustrator",Male,French,"Georges, Rochegrosse","Rochegrosse, Georges",
Georges,Rodenbach,,"Poet, Novelist",Male,Belgian,"Georges, Rodenbach","Rodenbach, Georges",
Georges,Rouault,,"Painter, Print Artist",Male,French,"Georges, Rouault","Rouault, Georges",
Georgi,Gospodinov,,"Writer, Poet",Male,Bulgarian,"Georgi, Gospodinov","Gospodinov, Georgi",
Georgia,O'Keeffe,,Painter,Female,American,"Georgia, O'Keeffe","O'Keeffe, Georgia",
Gérard de,Nerval,Gérard Labrunie,"Poet, Writer",Male,French,"Gérard de, Nerval","Nerval, Gérard de",
Gérard,Wagner,,Painter,Male,German,"Gérard, Wagner","Wagner, Gérard",
Gerhard,Richter,,Painter,Male,German,"Gerhard, Richter","Richter, Gerhard",
Gerrit,Dou,,Painter,Male,Dutch,"Gerrit, Dou","Dou, Gerrit",
Gertrude,Stein,,"Novelist, Poet, Playwright",Female,American,"Gertrude, Stein","Stein, Gertrude",
Giacomo,Leopardi,,"Poet, Philosopher, Philologist",Male,Italian,"Giacomo, Leopardi","Leopardi, Giacomo",
Giambologna,,Jean Boulogne,Sculptor,Male,"Flemish, Italian",Giambologna,Giambologna,
Gilbert,Adair,,,,,"Gilbert, Adair","Adair, Gilbert",
Gilbert,Simondon,,Philosopher,Male,French,"Gilbert, Simondon","Simondon, Gilbert",
Gilles,Deleuze,,Philosopher,Male,French,"Gilles, Deleuze","Deleuze, Gilles",
Gino,Severini,,Painter,Male,Italian,"Gino, Severini","Severini, Gino",
Giordano,Bruno,,"Philosopher, Astronomer, Occultist",Male,Italian,"Giordano, Bruno","Bruno, Giordano",
Giorgio,Agamben,,Philosopher,Male,Italian,"Giorgio, Agamben","Agamben, Giorgio",
Giorgio,Bassani,,"Novelist, Poet",Male,Italian,"Giorgio, Bassani","Bassani, Giorgio",
Giorgio,de Chirico,,Painter,Male,"Italian, Greek","Giorgio, de Chirico","de Chirico, Giorgio",
Giorgio,de Maria,Giorgio De Maria,"Novelist, Musician",Male,Italian,"Giorgio, de Maria","de Maria, Giorgio",
Giorgio,Manganelli,,"Novelist, Journalist, Literary Critic",Male,Italian,"Giorgio, Manganelli","Manganelli, Giorgio",
Giorgione,,Giorgio Barbarelli da Castelfranco,Painter,Male,Italian,Giorgione,Giorgione,
Giotto,,Giotto di Bondone,"Painter, Architect",Male,Italian,Giotto,Giotto,
Giovanni,Boccaccio,,"Writer, Poet",Male,Italian,"Giovanni, Boccaccio","Boccaccio, Giovanni",
Giovanni,Boldini,,Painter,Male,Italian,"Giovanni, Boldini","Boldini, Giovanni",
Giovanni,Francesco Caroto,,Painter,Male,Italian,"Giovanni, Francesco Caroto","Francesco Caroto, Giovanni",
Giovanni,Segantini,,Painter,Male,Italian,"Giovanni, Segantini","Segantini, Giovanni",
Giulio,Romano,Giulio Pippi,"Painter, Architect",Male,Italian,"Giulio, Romano","Romano, Giulio",
Giuseppe Tomasi,Di Lampedusa,,Novelist,Male,Italian,"Giuseppe Tomasi, Di Lampedusa","Di Lampedusa, Giuseppe Tomasi",
Giuseppe,Tornatore,,"Film Director, Screenwriter",Male,Italian,"Giuseppe, Tornatore","Tornatore, Giuseppe",
Giuseppe,Ungaretti,,Poet,Male,Italian,"Giuseppe, Ungaretti","Ungaretti, Giuseppe",
Glauber,Rocha,,"Film Director, Writer",Male,Brazilian,"Glauber, Rocha","Rocha, Glauber",
Gorgias,,,"Philosopher, Rhetorician",Male,Greek,Gorgias,Gorgias,
Gottfried Wilhelm,Leibniz,,"Philosopher, Mathematician",Male,German,"Gottfried Wilhelm, Leibniz","Leibniz, Gottfried Wilhelm",
Gottfried,Helnwein,,"Painter, Photographer",Male,Austrian,"Gottfried, Helnwein","Helnwein, Gottfried",
Gou,Tanabe,,,,,"Gou, Tanabe","Tanabe, Gou",
Graham,Harman,,Philosopher,Male,American,"Graham, Harman","Harman, Graham",
Grimm Brothers,,,,,,Grimm Brothers,Grimm Brothers,
Guido,Cagnacci,,Painter,Male,Italian,"Guido, Cagnacci","Cagnacci, Guido",
Guillaume,Apollinaire,,,,,"Guillaume, Apollinaire","Apollinaire, Guillaume",
Günter,Grass,,,,,"Günter, Grass","Grass, Günter",
Gus,Van Sant,,"Film Director, Screenwriter",Male,American,"Gus, Van Sant","Van Sant, Gus",
Gustav,Klimt,,Painter,Male,Austrian,"Gustav, Klimt","Klimt, Gustav",
Gustav,Meyrink,Gustav Meyer,"Novelist, Mystic",Male,Austrian,"Gustav, Meyrink","Meyrink, Gustav",
Gustave,Courbet,Jean Désiré Gustave Courbet,Painter,Male,French,"Gustave, Courbet","Courbet, Gustave",
Gustave,Doré,,"Painter, Printmaker, Illustrator",Male,French,"Gustave, Doré","Doré, Gustave",
Gustave,Flaubert,,Novelist,Male,French,"Gustave, Flaubert","Flaubert, Gustave",
Gustave,Moreau,,Painter,Male,French,"Gustave, Moreau","Moreau, Gustave",
Gustavo,Faverón Patriau,,"Novelist, Literary Critic",Male,Peruvian,"Gustavo, Faverón Patriau","Faverón Patriau, Gustavo",
Guy de,Maupassant,Henri René Albert Guy de Maupassant,Writer,Male,French,"Guy de, Maupassant","Maupassant, Guy de",
Guy,Debord,,"Philosopher, Marxist Theorist",Male,French,"Guy, Debord","Debord, Guy",
H.D.,,Hilda Doolittle,"Poet, Novelist",Female,American,H.D.,H.D.,
H.G.,Wells,,,,,"H.G., Wells","Wells, H.G.",
H.P.,Lovecraft,,Horror Writer,Male,American,"H.P., Lovecraft","Lovecraft, H.P.",
Halldór,Laxness,,"Novelist, Poet, Playwright",Male,Icelandic,"Halldór, Laxness","Laxness, Halldór",
Hamid,Ismailov,,"Writer, Poet",Male,Uzbek,"Hamid, Ismailov","Ismailov, Hamid",
Han,Kang,,Novelist,Female,South Korean,"Han, Kang","Kang, Han",
Hannah,Arendt,,"Philosopher, Political Theorist",Female,"German, American","Hannah, Arendt","Arendt, Hannah",
Hanns Heinz,Ewers,,"Writer, Poet, Screenwriter",Male,German,"Hanns Heinz, Ewers","Ewers, Hanns Heinz",
Hans,Baldung,,"Painter, Printmaker",Male,German,"Hans, Baldung","Baldung, Hans",
Hans,Bellmer,,"Painter, Sculptor, Photographer",Male,"German, French","Hans, Bellmer","Bellmer, Hans",
Hans,Fallada,,,,,"Hans, Fallada","Fallada, Hans",
Hans,Holbein the Younger,,Painter,Male,German,"Hans, Holbein the Younger","Holbein the Younger, Hans",
Hans,Larwin,,Painter,Male,Austrian,"Hans, Larwin","Larwin, Hans",
Hans,Makart,,Painter,Male,Austrian,"Hans, Makart","Makart, Hans",
